0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
-5123.416351040181,-16501.9990069965,-16131.487179748556,-7275.007064812646,-16827.227587821293,-16120.958167629795,4916.684882893831,13953.351550994823,28648.91086757317,30907.428443758698,54124.16967305853,62515.358735278074,68805.68295735029,91955.42826748567,90560.09675186811,97523.99356395946,98690.37214984137,98494.8574622484,119532.59638487812,124723.1487234181,113807.21553626527,98886.44186777473,88747.13838811313,69364.45350320813,67154.11203303204,60591.07015427806,73355.4656883983,49155.56987499446,43811.271704355706,49486.49380074069,68604.05675129006,109661.09207981457,107633.19840013707,97067.4534785522,86876.66157779406,51030.91152832114,45555.14641570281,33848.75927131552,12928.68515769915,34080.58391868693,26438.52572567834,21705.94704938595,6356.945923919462,13168.6046408258,9250.903021647238,-11292.518695918061,-9779.708507792891,-4713.690462891136,10011.649168844851,1680.2503009290158,-8936.591119059674,-2924.125984343511,9888.11601509438,17246.390085514493,10250.150998528268,6908.540193547105,11289.3226920891,5255.818994982765,-2238.1015237512765,-21506.45781912422,-5278.0381786736325,-15670.079226591675,-7697.178735838781,7997.960972043133,16814.445181379404,16926.732967078256,11813.559748962289,35487.7711466616,30684.914271224196,45161.0714023054,32884.38624067392,44015.061837332265,56904.178365151514,62343.44752866187,81422.11172821476,93333.51458554632,92661.06514366952,87194.11155352903,115046.59864227296,106851.6051082467,91244.30769725027,101156.4290841179,114504.42727576465,117474.67513363398,125792.27015661044,136883.31238931336,147205.63117244618,140961.62170607605,143715.51138605573,133687.17734392185
-27221.028221903103,-13006.294016428017,-24904.569382829388,-45552.8947073367,-47396.59301286528,-50105.25158156416,-62640.12843194833,-82040.25069163543,-84041.84033913504,-54273.641757050886,-33857.34405816376,-44000.505588847256,-54829.298069820215,-59391.99802412759,-47537.41591516299,-58531.97290957958,-45142.434312833386,-50492.784528494114,-84857.13749739785,-65036.89172969651,-45051.01431985069,-53052.72732773765,-46284.83792231608,-39723.76969322251,-33328.405472010185,-10509.511255552146,-32532.224914527706,-18981.45819438658,-3467.7407345187576,2080.53632554437,-4178.262605195137,3045.403898592964,41972.449359515216,71483.56100385345,61744.88720726516,56701.18984981555,42845.896049533454,37313.14185920723,39086.371422250355,25025.792838977133,26640.027229532916,43742.854043182604,4175.060782063631,-682.1438331798581,2448.827905455522,4799.418449743974,21542.569470752343,26411.985245475236,9368.99346934978,9330.539497211073,16794.13700813266,17583.931954527845,12120.687829477056,-2419.4635527405517,-6108.2213281722925,-1458.8691724902026,-4080.4455555540826,-14998.039716516616,-4227.754983129476,10854.603262845234,5761.741606850435,25964.54601210238,17188.274346580423,30464.171537365753,51455.486891014836,45895.72726652588,59270.787528310175,62015.474703845844,41185.03517387641,28663.426028321934,56390.17297980149,58253.8984415553,46724.854370512025,37172.01404737512,42344.626009307816,42317.11453065707,56784.897464778755,44114.0805040987,51400.96683374887,84110.21926936235,108606.8203929248,111377.65941493832,122575.50526744565,115511.02467204846,107239.56187994032,108798.08739657296,115499.27270562845,138558.3975102723,153517.2364428513,144552.86575120772
-11969.741059305916,-16281.371561412157,-21846.438755706473,-27140.397464659054,-33639.16227659803,-40840.21355307827,-40434.38734361973,-36488.03898028337,-50432.8509717261,-43813.22555315357,-37886.47679330112,-50283.25826568421,-72539.03651140963,-66833.78545074761,-52884.30957505102,-58353.039905804646,-72538.11226351156,-63702.92206362578,-62495.50699039295,-66638.65088914326,-54104.00388519602,-30049.50000099597,-29081.89096607318,-14749.669629396958,-22828.7202395988,-58220.41647354852,-66804.7739418709,-58960.25376139449,-74402.24044492484,-72572.16288243057,-63853.772185150825,-45978.180601861655,-61330.34916376549,-47088.45935343264,-76249.8448886006,-82630.81772515619,-77600.65905284364,-79744.15022510632,-100803.11782195933,-82282.70418074432,-79248.37034782657,-88035.19618168235,-102163.4692743246,-96341.02185701887,-114601.82945849861,-116360.13930920271,-127360.85228464085,-128428.77627955902,-106633.18641726559,-87368.8905589629,-92762.15586852103,-111566.14250513366,-111309.94200795384,-92214.06168313512,-108711.73750378941,-114882.95664385868,-138807.70868945282,-150475.304223811,-165956.8885312612,-156886.1003563704,-164859.22226351197,-150771.81647392662,-139168.2191031792,-114410.28393043033,-108416.90454064288,-114211.4883119,-136434.25046834451,-123369.10098270435,-84642.51542114977,-86207.73806501542,-68240.50869020646,-93781.8809315336,-95435.07957607073,-97341.62019647022,-68534.37445048442,-62086.417564775445,-78445.89327376687,-94890.35600572577,-97819.75634081656,-99976.86474873098,-93461.9730620414,-81099.14960840403,-103770.2320105825,-105840.77610170416,-117505.73484733459,-113203.6861026244,-111822.08352336164,-115425.39368672458,-138141.24058861015,-135059.75231774268
4939.722146599766,-20267.43503228205,9406.80811881131,8081.778132886438,9371.657132259392,26177.70563815166,8423.97777127242,-13285.649236394145,-7631.604239420367,-8829.990801204814,-6009.371858969797,3056.062093081836,-2985.4277145040473,-13113.467222444291,12824.910355054799,140.2677015906147,8436.651753219254,20580.429599704174,27467.87367468822,29795.00517563087,21080.807788333048,17721.927518577435,12012.052154369674,4910.0372655919045,2929.6397397589053,-6875.7121922513315,-16262.372788636223,-28505.42729373076,-17313.904619908833,-10698.993289163172,-11645.589592204742,-25779.286126470564,-24545.784500440823,-22105.87057989469,-209.70326786207443,-9916.933167282445,-33496.05279114283,-34686.506796552494,-17555.084469868198,-44062.6748299731,-55506.37079591688,-33945.955456947384,-21330.600389000196,-22268.167695907483,380.3527379904808,-5719.386977058823,1274.8157518657972,21946.174207283635,15753.299915388543,7342.326879353475,4993.519472367616,2222.0385788353906,-15418.500855269453,-29062.062497748295,-36082.539960621376,-35111.13670696297,-46201.8094777093,-39763.13142944635,-44889.33391198919,-31406.386392429056,-39269.41485567305,-33989.91025356476,-20176.988608783784,-8947.785346306011,-27868.649735236842,-31750.560299090954,-20847.900177120275,-16509.090445255704,-29174.24168135466,-20343.62752886461,-43755.443857609884,-22003.089671219866,-45087.33798616043,-42498.639316049186,-61939.49383402582,-61843.91994946374,-47272.1352219775,-32896.592029451975,-20121.08873486144,-5480.021642826188,-436.2290570366986,-2927.2688019740162,3654.0531794272956,24519.025923724956,25852.042249399827,29678.450659069633,4833.858998979728,6830.4137338596465,-17353.779544640027,2109.956698473019
-5427.898403189712,10619.258952279672,-4467.169234475161,33580.810538026206,61810.1409545123,62489.331628353546,79268.35893522635,76666.98946110338,67292.29546114495,90605.8180819948,80288.24559526375,79366.82010899321,70296.19283552431,45692.304677160464,54302.06966526302,64655.95510582403,77466.57487421852,79956.5609811959,67329.05537625065,76863.50316211513,77476.58827762443,79610.72790508288,85961.27055937593,90947.44777279982,84951.07915607226,92686.1942001074,104461.81496275292,73165.28688452546,76020.60948265757,98270.24601277408,111753.38638852765,119981.95738057891,125874.59173300028,122710.49089822463,124013.85988021822,149698.23720628046,137929.37909677386,125326.45228640326,125692.56277159479,129444.54086786624,139335.6523570987,129995.35287348437,136017.3943337119,175275.81225996924,182633.78559930643,169316.51443851832,165738.58977215647,167417.9125232892,175321.47166807056,163539.21303972593,148432.35157721792,136026.65010747523,126120.34399020106,114417.53102423693,92922.0113322603,95667.01795973738,100101.93188152679,119194.8521430876,113908.50682746655,104862.71628752997,100441.68838960797,92222.34194152105,77138.83615832377,72124.61558579787,80950.89304103877,71642.97170601481,36472.69216939122,23519.61879544546,38277.88461499285,39709.85904195072,48398.125280636326,36835.47623477633,35483.858088659035,24308.857387877993,13928.016555039538,25884.820125666676,6718.978060935664,10505.779734551312,7033.353347690148,-8193.899119050908,13424.354987965933,4973.856023565717,15954.741085986941,-12018.733092062106,-7783.878377160283,11728.821857919795,7541.900640464502,-14518.906882726624,-37576.68931304909,-40025.831320924444
26801.83062058155,36749.15992271647,46621.06439886725,47317.15529907196,39996.13511231715,47311.60683455903,74310.89893361012,68549.12934382165,74265.02195140516,62944.64800395915,63988.124588786595,73873.89745289428,78591.73612990126,70123.79999295622,81363.54113206317,86236.36644874679,79047.92497251341,67167.77121007604,85980.74996949808,76455.0518134563,105126.83904170092,113955.66565972805,87564.29875580606,98411.6144016927,107812.39309691096,116926.52851313607,84112.35359198402,74633.8270647786,96498.61882305374,74825.35493374558,60399.6119858267,66722.31309733177,54480.624748309914,68854.29972366415,50600.85831400487,64886.56106911443,79254.24725143658,62862.7114783996,63664.84150646913,53771.94699551048,49451.19954483554,59415.72208993698,66866.71330638189,75374.5848252806,75576.99118124026,66878.88474504383,75725.44525861392,83418.78224102283,112239.58908972508,120086.42158280229,109150.91522280169,95453.83375642565,102656.52272477928,131270.2631120827,130175.50148154533,145809.90447359788,141660.37960765706,127819.31376450308,122539.35384994013,92772.76379059246,61676.105264802216,72182.4129642105,72859.60745228092,85907.3526846822,78028.99936601009,57363.421413634,58874.45420125568,68188.55290365093,69075.10937715656,68649.87836312824,43628.67245401803,15369.06254797487,-12209.237512150587,-14457.657093589543,-37491.483278392974,-51336.21894603088,-37600.629827543176,-35144.66162241607,-52829.05715823535,-56072.47995190509,-56787.87488732822,-68818.44418440828,-71460.94851061243,-65256.34936810903,-48940.136295594726,-50162.79335840458,-58314.8910900138,-56706.39721248037,-75394.51096229862,-76862.901013749
-22757.045388852857,-23729.298403040375,-19301.95465962903,-1063.0402262074504,4176.983232740633,2747.6568768883662,9081.542163959548,7171.907318863033,9252.940400214013,25633.094522128064,46449.787593526285,51725.98223083263,35571.68707509747,66061.20990351186,37947.932944781365,55941.80267866512,52454.96131707135,65207.91871065283,56711.96582254089,64974.16290360161,53838.681378015855,46589.344984847216,48043.81657297303,45352.29720272536,22454.164907982664,32163.30134255281,39593.10890247427,41667.717209751034,44583.77499723519,31407.27302555948,12357.433100800146,7366.259087272974,-2026.4773661426448,30360.971613192247,45718.560935374735,30580.4022738362,16092.0445668264,2698.573369291867,-1578.8541587153377,8491.924117370723,8697.825537684068,20327.349723353596,12759.739618150732,15926.205256262554,18844.946528664994,11610.62924890263,12635.987677520681,19029.683009818724,2649.271910526928,2189.7450610860687,-19813.366710333183,-25503.05432798781,-34871.35114469558,-36341.76479853087,-32571.195997052226,-55825.95865786595,-55716.38910367082,-47009.2562673666,-39733.154894100924,-44202.06515556917,-27433.116314900515,-26342.598771764555,-25667.659570357166,-33229.730672325066,19699.966586923823,12375.781251163906,14951.153141025105,30772.24836200381,37299.54176986683,28329.897375787223,14055.155547738534,2866.2769491115514,7653.274624690439,13287.183048943203,9300.801341515074,26071.44498988041,21011.81721847874,30084.975868152338,32323.724773613998,24939.65683110289,-7319.343005292037,-7752.946808333725,-3433.0997738517544,7463.622409763331,5701.779382189272,8822.31690097108,-27095.95434012831,-21728.235910454314,-13300.571105188126,-7864.860141102876
533.1392234215989,-15273.00563176579,-37050.760949308395,-31072.296899232642,-9936.339450336383,-16293.830053107657,-14211.5308923877,-16281.683388034602,-30950.796849964383,-27611.875140832617,-31173.185481334178,-18466.53388655881,-17362.358952221763,-27623.312658913514,-23895.06911066625,-29011.59338341071,12717.609689472612,11635.867070871365,20128.76504221972,27800.506197189297,24804.681378942958,22278.04344911591,27381.46432243302,24269.665871231653,20858.38190039435,-2622.00252127469,-19462.08816616169,-35710.61328730668,-20022.80232568599,-17483.86711533707,-5562.2118911913785,8412.973531232912,6021.823090883781,32156.789142706588,57311.22317501485,53499.61691135913,34500.99894746234,45124.95566076963,58419.055402592276,49910.820499000576,39127.67422408594,41741.96440888486,15185.584547740913,34718.504070991796,29228.052034231645,30221.11441754297,25970.13321946602,37939.15187333355,39866.1107291472,23075.694075025327,24418.086285973433,24920.922200762194,38041.995623181545,52653.9346547735,45016.498678233474,73559.74357984397,72909.33872370356,85762.20758403683,92453.35274164175,84201.31856288757,98899.50831949823,91776.92650597192,107758.37180177816,87267.34435400442,79201.09815437792,79937.44056470864,85099.43269712961,81666.49737808405,49072.459005264274,56450.11383575026,58646.30248342811,77658.86884235372,61992.67235400393,47273.331512374716,61756.94933614365,71130.0334524186,53209.523520360206,45021.67439856546,38018.525661113345,32291.304204506185,45660.09030444033,54626.957416398975,68069.73969405211,84721.24632560901,85593.24215129501,95855.67996811775,101780.29804263337,97496.98937616305,111062.42741332734,99791.70457633703
8120.193292339064,19946.320711109875,33687.93794246723,41062.83554783456,16629.25190052306,31282.28346869474,46231.71116915254,59313.05642917182,75708.92291914718,95411.95610224057,59560.3260427568,62289.49693297089,56252.950399141235,66704.07800996157,80464.02294990043,74397.8181378128,90241.99754795799,80052.10731843823,78770.50251085346,82684.62122809535,64420.337674695926,63578.73089901422,38964.70652837288,37542.96008460345,30407.823534941177,47471.44603784368,51655.1255199436,49263.446752799624,76646.4621524279,79152.79130576826,97817.45430129205,91928.8824743609,95278.13771447646,91506.4027267187,75802.53779161115,75223.83411761357,74981.55583554004,85721.81804161887,79830.01487926937,90436.75859018495,79258.57684510693,62018.815270078514,45564.78875575574,47476.50711659945,39293.8986745327,37894.355527712054,42658.82354376271,61251.3958227858,42741.36774590701,28680.373677893378,5230.263020886351,-19872.808355198693,-34675.69008690866,-24775.330363458706,-15716.6059329991,-31250.600147887202,-42037.450653407046,-54338.82339424649,-49015.44159708437,-52378.60141639562,-56331.33641836912,-86032.28557163167,-97173.8828940441,-92669.24265649785,-98483.30523662013,-108862.07944702049,-101361.06356475996,-112453.5764317817,-118108.9221664367,-114865.82995346031,-112821.21265890717,-116286.10805356808,-115346.40658876629,-116955.32178256215,-93149.13913006468,-109299.50775609535,-106028.88478650434,-86769.70678715383,-96376.96384049857,-82930.8352045673,-92330.3727427941,-116224.70861934725,-117956.18069593499,-125134.82354916992,-140567.6467035174,-128482.26504786682,-124607.03236192728,-124820.9691339884,-128282.53763221872,-140253.99842321125
9443.051571408128,8868.023505692538,16251.959894964999,28096.714105167368,25628.970088128757,10842.46761237432,10049.22039079612,17028.372645355943,11500.253642928576,23234.940777606716,24329.421906043368,20447.393395467843,18202.54553948977,-1332.9016935026875,-370.7444201119297,7418.162480935868,21930.132161205573,34286.54896297736,17420.077711088783,6673.19304284974,-21059.070298227973,-31218.216919511273,-22380.64857736191,-14364.54053482626,10.328571881232108,-1634.237519017939,7044.177382843272,7921.160946722053,13589.093942288935,22208.75233993046,25741.887897184035,27661.10266917244,15863.166621589222,28076.144752260247,43043.99664557216,23903.219570592897,45068.94999661362,60575.61900301703,50451.95447037238,58966.3174601351,57037.88894509907,93625.69565134142,89874.41346008755,84070.06605681658,84627.25294180012,93776.05970105795,95529.92735371644,91337.01528829198,99362.57301842899,93059.8678525916,70204.87208810098,57125.911860399996,56549.91236341029,63334.9549216016,73978.45399038667,84296.51946190203,106573.09753337971,94777.73011338493,78386.14386695527,59817.91408370236,50665.81380174823,38403.68321685252,57009.15492387407,77941.30359224249,84384.34368975725,77417.63926124854,99273.66857762131,91088.73047844128,84997.27314727877,115334.19593858613,113864.61293445836,117354.84822194489,109158.62567766232,82337.73140028372,86488.19918153257,82865.26863902493,74254.2274878176,63340.11739127967,95311.23306223458,117827.69619048141,122540.77077098882,120943.97055347206,120590.7033919893,147414.64672757644,141968.79696297916,152843.94558955787,147518.7232178841,133766.40675565982,132427.75148531867,113082.00422036421
